name,price,image,description
Allen Solly Tribe Men Olive Green Brand Logo Printed Applique T-shirt,,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/17184680/2022/3/7/cdbb0110-3e75-4d56-b694-7aab7e2489f51646652697707-Allen-Solly-Tribe-Men-Tshirts-3961646652697150-1.jpg",Allen Solly Tribe Men Olive Green Brand Logo Printed Applique T-shirt
